Date,Month,Year,State,State Short,Employment_to_pop_pct,Unemployment_rate_pct
1/06/2020 0:00,6,2020,Queensland,QLD,58.5510914,7.5418292
1/07/2020 0:00,7,2020,Queensland,QLD,58.8060471,7.6523648
1/08/2020 0:00,8,2020,Queensland,QLD,60.4093307,7.5676883
1/09/2020 0:00,9,2020,Queensland,QLD,60.7421104,7.5658466
1/10/2020 0:00,10,2020,Queensland,QLD,61.0582678,7.4873274
1/11/2020 0:00,11,2020,Queensland,QLD,61.3329356,7.3524755
1/12/2020 0:00,12,2020,Queensland,QLD,61.5578305,7.1825032
1/01/2021 0:00,1,2021,Queensland,QLD,61.7536268,6.9796512
1/02/2021 0:00,2,2021,Queensland,QLD,61.9519085,6.124132
1/03/2021 0:00,3,2021,Queensland,QLD,62.1490478,5.9130239
1/04/2021 0:00,4,2021,Queensland,QLD,62.3441795,5.6978359
1/05/2021 0:00,5,2021,Queensland,QLD,62.5241641,5.4853088
1/06/2021 0:00,6,2021,Queensland,QLD,62.6743911,5.2988451
1/07/2021 0:00,7,2021,Queensland,QLD,62.7863156,5.1626603
1/08/2021 0:00,8,2021,Queensland,QLD,62.8591377,5.080569
1/09/2021 0:00,9,2021,Queensland,QLD,62.9176744,5.035051
1/10/2021 0:00,10,2021,Queensland,QLD,62.9957549,4.9940937
1/11/2021 0:00,11,2021,Queensland,QLD,63.1109845,4.5416512
1/12/2021 0:00,12,2021,Queensland,QLD,63.2706603,4.4544697
1/01/2022 0:00,1,2022,Queensland,QLD,63.4553435,4.3521215
1/02/2022 0:00,2,2022,Queensland,QLD,63.6420862,4.2504373
1/03/2022 0:00,3,2022,Queensland,QLD,63.829289,4.1522859
1/04/2022 0:00,4,2022,Queensland,QLD,64.0159883,4.0578338
1/05/2022 0:00,5,2022,Queensland,QLD,64.1761264,3.9564096
1/06/2022 0:00,6,2022,Queensland,QLD,64.298156,3.8325911
1/07/2022 0:00,7,2022,Queensland,QLD,64.3616258,3.693377
1/08/2022 0:00,8,2022,Queensland,QLD,64.3574236,3.5657434
1/09/2022 0:00,9,2022,Queensland,QLD,64.2863197,3.4826574
1/10/2022 0:00,10,2022,Queensland,QLD,64.1657744,3.4652801
1/11/2022 0:00,11,2022,Queensland,QLD,64.0324992,3.5090909
1/12/2022 0:00,12,2022,Queensland,QLD,63.9161445,3.5914719
1/01/2023 0:00,1,2023,Queensland,QLD,63.8366216,3.6845653
1/02/2023 0:00,2,2023,Queensland,QLD,63.7970174,3.7657516
1/03/2023 0:00,3,2023,Queensland,QLD,63.7781502,3.8289798
1/04/2023 0:00,4,2023,Queensland,QLD,63.7569156,3.8742124
1/05/2023 0:00,5,2023,Queensland,QLD,63.7250299,3.9090984
1/06/2023 0:00,6,2023,Queensland,QLD,63.6874867,3.9518039
1/07/2023 0:00,7,2023,Queensland,QLD,63.6565236,4.0101837
1/08/2023 0:00,8,2023,Queensland,QLD,63.6454446,4.0863331
1/09/2023 0:00,9,2023,Queensland,QLD,63.6742871,4.162736
1/10/2023 0:00,10,2023,Queensland,QLD,63.7493211,4.2189788
1/11/2023 0:00,11,2023,Queensland,QLD,63.8576366,4.2426998
1/12/2023 0:00,12,2023,Queensland,QLD,63.9801356,4.234044
1/01/2024 0:00,1,2024,Queensland,QLD,64.1011917,4.1904833
1/02/2024 0:00,2,2024,Queensland,QLD,64.2008709,4.1303783
1/03/2024 0:00,3,2024,Queensland,QLD,64.2800312,4.0798336
1/04/2024 0:00,4,2024,Queensland,QLD,64.3308433,4.0612312
1/05/2024 0:00,5,2024,Queensland,QLD,64.3572398,4.0709415
1/06/2024 0:00,6,2024,Queensland,QLD,64.3713576,4.0886249
1/07/2024 0:00,7,2024,Queensland,QLD,64.3874537,4.0909056
1/08/2024 0:00,8,2024,Queensland,QLD,64.4274857,4.064446
1/09/2024 0:00,9,2024,Queensland,QLD,64.4850461,4.015325
1/10/2024 0:00,10,2024,Queensland,QLD,64.5370303,3.9662981
1/11/2024 0:00,11,2024,Queensland,QLD,64.575584,3.9311737
1/12/2024 0:00,12,2024,Queensland,QLD,64.5866823,3.9232713
1/01/2025 0:00,1,2025,Queensland,QLD,64.5716704,3.9434079
1/02/2025 0:00,2,2025,Queensland,QLD,64.547674,3.9800091
1/03/2025 0:00,3,2025,Queensland,QLD,64.5255817,4.0118948
1/04/2025 0:00,4,2025,Queensland,QLD,64.5002989,4.0359692
1/05/2025 0:00,5,2025,Queensland,QLD,64.470789,4.0598643
1/06/2025 0:00,6,2025,Queensland,QLD,64.4230743,4.0906337
1/07/2025 0:00,7,2025,Queensland,QLD,64.3619998,4.1274705
1/08/2025 0:00,8,2025,Queensland,QLD,64.3001104,4.1649646
1/09/2025 0:00,9,2025,Queensland,QLD,64.2548554,4.1961199
1/01/2010 0:00,1,2010,South Australia,SA,60.0414307,5.1849195
1/02/2010 0:00,2,2010,South Australia,SA,59.9780428,5.2161931
1/03/2010 0:00,3,2010,South Australia,SA,59.8827813,5.284519
1/04/2010 0:00,4,2010,South Australia,SA,59.803229,5.3464617
1/05/2010 0:00,5,2010,South Australia,SA,59.7829406,5.3864257
1/06/2010 0:00,6,2010,South Australia,SA,59.8359422,5.4077776
1/07/2010 0:00,7,2010,South Australia,SA,59.9423909,5.417446
1/08/2010 0:00,8,2010,South Australia,SA,60.0471467,5.4286367
1/09/2010 0:00,9,2010,South Australia,SA,60.094282,5.4592094
1/10/2010 0:00,10,2010,South Australia,SA,60.0672426,5.5058898
1/11/2010 0:00,11,2010,South Australia,SA,60.0084441,5.5438268
1/12/2010 0:00,12,2010,South Australia,SA,59.9485611,5.5692491
1/01/2011 0:00,1,2011,South Australia,SA,59.9215023,5.5767156
1/02/2011 0:00,2,2011,South Australia,SA,59.9510575,5.556387
1/03/2011 0:00,3,2011,South Australia,SA,60.0241519,5.5002671
1/04/2011 0:00,4,2011,South Australia,SA,60.1086992,5.4088308
1/05/2011 0:00,5,2011,South Australia,SA,60.1711265,5.2980454
1/06/2011 0:00,6,2011,South Australia,SA,60.1891557,5.1932579
1/07/2011 0:00,7,2011,South Australia,SA,60.1662836,5.1300543
1/08/2011 0:00,8,2011,South Australia,SA,60.1212607,5.119075
1/09/2011 0:00,9,2011,South Australia,SA,60.0769569,5.1545001
1/10/2011 0:00,10,2011,South Australia,SA,60.0447784,5.2033237
1/11/2011 0:00,11,2011,South Australia,SA,60.0070103,5.2517793
1/12/2011 0:00,12,2011,South Australia,SA,59.958133,5.2734401
1/01/2012 0:00,1,2012,South Australia,SA,59.8806113,5.2701567
1/02/2012 0:00,2,2012,South Australia,SA,59.7701936,5.2599135
1/03/2012 0:00,3,2012,South Australia,SA,59.6363216,5.260229
1/04/2012 0:00,4,2012,South Australia,SA,59.4972929,5.2840121
1/05/2012 0:00,5,2012,South Australia,SA,59.3749348,5.3340571
1/06/2012 0:00,6,2012,South Australia,SA,59.2783531,5.4024968
1/07/2012 0:00,7,2012,South Australia,SA,59.2216761,5.4740487
1/08/2012 0:00,8,2012,South Australia,SA,59.2183785,5.5470292
1/09/2012 0:00,9,2012,South Australia,SA,59.2573345,5.6259821
1/10/2012 0:00,10,2012,South Australia,SA,59.3282742,5.6995253
1/11/2012 0:00,11,2012,South Australia,SA,59.4144844,5.7662774
1/12/2012 0:00,12,2012,South Australia,SA,59.4964015,5.8253237
1/01/2013 0:00,1,2013,South Australia,SA,59.5457542,5.8625663
1/02/2013 0:00,2,2013,South Australia,SA,59.5409532,5.8751376
1/03/2013 0:00,3,2013,South Australia,SA,59.4428018,5.9019482
1/04/2013 0:00,4,2013,South Australia,SA,59.2624342,5.9677475
1/05/2013 0:00,5,2013,South Australia,SA,59.016506,6.0851256
1/06/2013 0:00,6,2013,South Australia,SA,58.7440447,6.2484622
1/07/2013 0:00,7,2013,South Australia,SA,58.495968,6.4366607
1/08/2013 0:00,8,2013,South Australia,SA,58.2994596,6.6113752
1/09/2013 0:00,9,2013,South Australia,SA,58.1702788,6.7263545
1/10/2013 0:00,10,2013,South Australia,SA,58.0885492,6.7839148
1/11/2013 0:00,11,2013,South Australia,SA,58.018038,6.7923959
1/12/2013 0:00,12,2013,South Australia,SA,57.936267,6.7684258
1/01/2014 0:00,1,2014,South Australia,SA,57.8568099,6.7402066
1/02/2014 0:00,2,2014,South Australia,SA,57.8010243,6.7335216
1/03/2014 0:00,3,2014,South Australia,SA,57.7973793,6.7296932
1/04/2014 0:00,4,2014,South Australia,SA,57.8509275,6.7274867
1/05/2014 0:00,5,2014,South Australia,SA,57.9328104,6.7368152
1/06/2014 0:00,6,2014,South Australia,SA,58.0136642,6.7429484
1/07/2014 0:00,7,2014,South Australia,SA,58.0478255,6.725714
1/08/2014 0:00,8,2014,South Australia,SA,58.0159703,6.7017828
1/09/2014 0:00,9,2014,South Australia,SA,57.9180251,6.6969629
1/10/2014 0:00,10,2014,South Australia,SA,57.7797731,6.7118379
1/11/2014 0:00,11,2014,South Australia,SA,57.6479276,6.7264796
1/12/2014 0:00,12,2014,South Australia,SA,57.5582168,6.7497053
1/01/2015 0:00,1,2015,South Australia,SA,57.5269201,6.7843532
1/02/2015 0:00,2,2015,South Australia,SA,57.5366108,6.8553043
1/03/2015 0:00,3,2015,South Australia,SA,57.5687754,6.9897683
1/04/2015 0:00,4,2015,South Australia,SA,57.5825532,7.1902342
1/05/2015 0:00,5,2015,South Australia,SA,57.5561833,7.4257195
1/06/2015 0:00,6,2015,South Australia,SA,57.5003814,7.6481602
1/07/2015 0:00,7,2015,South Australia,SA,57.4473216,7.8037977
1/08/2015 0:00,8,2015,South Australia,SA,57.4344287,7.8237766
1/09/2015 0:00,9,2015,South Australia,SA,57.4681296,7.7004741
1/10/2015 0:00,10,2015,South Australia,SA,57.5371852,7.5085579
1/11/2015 0:00,11,2015,South Australia,SA,57.6145623,7.306298
1/12/2015 0:00,12,2015,South Australia,SA,57.6710611,7.1327094
1/01/2016 0:00,1,2016,South Australia,SA,57.6908845,7.0155403
1/02/2016 0:00,2,2016,South Australia,SA,57.672147,6.9429739
1/03/2016 0:00,3,2016,South Australia,SA,57.6254092,6.8911074
1/04/2016 0:00,4,2016,South Australia,SA,57.5747327,6.8483241
1/05/2016 0:00,5,2016,South Australia,SA,57.5519612,6.7989315
1/06/2016 0:00,6,2016,South Australia,SA,57.5611782,6.7518666
1/07/2016 0:00,7,2016,South Australia,SA,57.5879389,6.7376259
1/08/2016 0:00,8,2016,South Australia,SA,57.6293699,6.7485536
1/09/2016 0:00,9,2016,South Australia,SA,57.6879319,6.7460508
1/10/2016 0:00,10,2016,South Australia,SA,57.7515611,6.7029031
1/11/2016 0:00,11,2016,South Australia,SA,57.8038826,6.6499856
1/12/2016 0:00,12,2016,South Australia,SA,57.8328579,6.6188533
1/01/2017 0:00,1,2017,South Australia,SA,57.8433463,6.6257797
1/02/2017 0:00,2,2017,South Australia,SA,57.842831,6.6792327
1/03/2017 0:00,3,2017,South Australia,SA,57.8564636,6.7402731
1/04/2017 0:00,4,2017,South Australia,SA,57.9063913,6.7384165
1/05/2017 0:00,5,2017,South Australia,SA,57.9928614,6.6349621
1/06/2017 0:00,6,2017,South Australia,SA,58.1033181,6.4459868
1/07/2017 0:00,7,2017,South Australia,SA,58.2034566,6.2221264
1/08/2017 0:00,8,2017,South Australia,SA,58.2701461,6.0304792
1/09/2017 0:00,9,2017,South Australia,SA,58.3245258,5.932451
1/10/2017 0:00,10,2017,South Australia,SA,58.3918094,5.9198444
1/11/2017 0:00,11,2017,South Australia,SA,58.4878213,5.9465404
1/12/2017 0:00,12,2017,South Australia,SA,58.6104432,5.9766932
1/01/2018 0:00,1,2018,South Australia,SA,58.7443276,5.9762163
1/02/2018 0:00,2,2018,South Australia,SA,58.8676804,5.928878
1/03/2018 0:00,3,2018,South Australia,SA,58.9531243,5.8567233
1/04/2018 0:00,4,2018,South Australia,SA,58.9629938,5.7842395
1/05/2018 0:00,5,2018,South Australia,SA,58.8960448,5.7125676
1/06/2018 0:00,6,2018,South Australia,SA,58.782918,5.6485071
1/07/2018 0:00,7,2018,South Australia,SA,58.6609631,5.6022338
1/08/2018 0:00,8,2018,South Australia,SA,58.5616683,5.6076977
1/09/2018 0:00,9,2018,South Australia,SA,58.4948378,5.6625821
1/10/2018 0:00,10,2018,South Australia,SA,58.4830941,5.7380937
1/11/2018 0:00,11,2018,South Australia,SA,58.5490488,5.8275565
1/12/2018 0:00,12,2018,South Australia,SA,58.6865084,5.8961896
1/01/2019 0:00,1,2019,South Australia,SA,58.8734313,5.919259
1/02/2019 0:00,2,2019,South Australia,SA,59.0674029,5.9075784
1/03/2019 0:00,3,2019,South Australia,SA,59.2254206,5.8943761
1/04/2019 0:00,4,2019,South Australia,SA,59.3278115,5.9187274
1/05/2019 0:00,5,2019,South Australia,SA,59.3406719,5.9991926
1/06/2019 0:00,6,2019,South Australia,SA,59.2431116,6.1204028
1/07/2019 0:00,7,2019,South Australia,SA,59.0761663,6.2519436
1/08/2019 0:00,8,2019,South Australia,SA,58.8865643,6.3586801
1/09/2019 0:00,9,2019,South Australia,SA,58.7176673,6.4157043
1/10/2019 0:00,10,2019,South Australia,SA,58.6026475,6.4211084
1/11/2019 0:00,11,2019,South Australia,SA,58.545629,6.3700165
1/12/2019 0:00,12,2019,South Australia,SA,58.5206201,6.2777885
1/01/2020 0:00,1,2020,South Australia,SA,58.5105222,6.1741844
1/02/2020 0:00,2,2020,South Australia,SA,58.5322648,6.062945
1/03/2020 0:00,3,2020,South Australia,SA,58.6137819,5.9621468
1/04/2020 0:00,4,2020,South Australia,SA,57.3437406,6.9923473
1/05/2020 0:00,5,2020,South Australia,SA,55.7789358,7.9370426
1/06/2020 0:00,6,2020,South Australia,SA,56.1685177,7.8687872
1/07/2020 0:00,7,2020,South Australia,SA,56.6134593,7.7435286
1/08/2020 0:00,8,2020,South Australia,SA,57.0470203,7.542042
1/09/2020 0:00,9,2020,South Australia,SA,57.4032609,7.3006888
1/10/2020 0:00,10,2020,South Australia,SA,57.6284928,7.0646713
1/11/2020 0:00,11,2020,South Australia,SA,57.7359269,6.8702236
1/12/2020 0:00,12,2020,South Australia,SA,57.8018218,6.7242665
1/01/2021 0:00,1,2021,South Australia,SA,57.8984897,6.6157743
1/02/2021 0:00,2,2021,South Australia,SA,58.0750793,6.5060514
1/03/2021 0:00,3,2021,South Australia,SA,58.3550406,6.3520152
1/04/2021 0:00,4,2021,South Australia,SA,58.708807,6.1503472
1/05/2021 0:00,5,2021,South Australia,SA,59.0661742,5.9461223
1/06/2021 0:00,6,2021,South Australia,SA,59.364579,5.1844436
1/07/2021 0:00,7,2021,South Australia,SA,59.5657383,5.0807692
1/08/2021 0:00,8,2021,South Australia,SA,59.6798021,5.0214451
1/09/2021 0:00,9,2021,South Australia,SA,59.7545754,4.9932724
1/10/2021 0:00,10,2021,South Australia,SA,59.8344743,4.982413
1/11/2021 0:00,11,2021,South Australia,SA,59.9338424,4.9691147
1/12/2021 0:00,12,2021,South Australia,SA,60.0387532,4.9414155
1/01/2022 0:00,1,2022,South Australia,SA,60.1334309,4.8898346
1/02/2022 0:00,2,2022,South Australia,SA,60.197828,4.8165966
1/03/2022 0:00,3,2022,South Australia,SA,60.2120064,4.7335275
1/04/2022 0:00,4,2022,South Australia,SA,60.1897091,4.6311343
1/05/2022 0:00,5,2022,South Australia,SA,60.1722166,4.5075007
1/06/2022 0:00,6,2022,South Australia,SA,60.1843718,4.3837243
1/07/2022 0:00,7,2022,South Australia,SA,60.2363955,4.273831
1/08/2022 0:00,8,2022,South Australia,SA,60.3286753,4.1885475
1/09/2022 0:00,9,2022,South Australia,SA,60.4520249,4.1204361
1/10/2022 0:00,10,2022,South Australia,SA,60.601063,4.0656555
1/11/2022 0:00,11,2022,South Australia,SA,60.7576346,4.0369262
1/12/2022 0:00,12,2022,South Australia,SA,60.9270027,4.0320975
1/01/2023 0:00,1,2023,South Australia,SA,61.1061568,4.0394056
1/02/2023 0:00,2,2023,South Australia,SA,61.2772162,4.060406
1/03/2023 0:00,3,2023,South Australia,SA,61.4297364,4.0818468
1/04/2023 0:00,4,2023,South Australia,SA,61.5462478,4.0860284
1/05/2023 0:00,5,2023,South Australia,SA,61.6118414,4.0501592
1/06/2023 0:00,6,2023,South Australia,SA,61.6360232,3.9698106
1/07/2023 0:00,7,2023,South Australia,SA,61.635294,3.8685695
1/08/2023 0:00,8,2023,South Australia,SA,61.6032452,3.7865883
1/09/2023 0:00,9,2023,South Australia,SA,61.5399916,3.7523135
1/10/2023 0:00,10,2023,South Australia,SA,61.4351023,3.7720565
1/11/2023 0:00,11,2023,South Australia,SA,61.2843852,3.8315636
1/12/2023 0:00,12,2023,South Australia,SA,61.0798538,3.9101918
1/01/2024 0:00,1,2024,South Australia,SA,60.8272306,3.9753826
1/02/2024 0:00,2,2024,South Australia,SA,60.5701136,4.0127513
1/03/2024 0:00,3,2024,South Australia,SA,60.3447792,4.0181284
1/04/2024 0:00,4,2024,South Australia,SA,60.1727731,4.0118687
1/05/2024 0:00,5,2024,South Australia,SA,60.0807674,4.0119861
1/06/2024 0:00,6,2024,South Australia,SA,60.0791254,4.0194993
1/07/2024 0:00,7,2024,South Australia,SA,60.1528225,4.0290075
1/08/2024 0:00,8,2024,South Australia,SA,60.2887405,4.0389594
1/09/2024 0:00,9,2024,South Australia,SA,60.4525,4.0373424
1/10/2024 0:00,10,2024,South Australia,SA,60.6089679,4.0193501
1/11/2024 0:00,11,2024,South Australia,SA,60.7397481,3.9901683
1/12/2024 0:00,12,2024,South Australia,SA,60.8427834,3.9570696
1/01/2025 0:00,1,2025,South Australia,SA,60.9341374,3.9426754
1/02/2025 0:00,2,2025,South Australia,SA,61.0247931,3.9581687
1/03/2025 0:00,3,2025,South Australia,SA,61.1233633,4.0119158
1/04/2025 0:00,4,2025,South Australia,SA,61.2381603,4.1108815
1/05/2025 0:00,5,2025,South Australia,SA,61.3637769,4.2366667
1/06/2025 0:00,6,2025,South Australia,SA,61.4833507,4.3681714
1/07/2025 0:00,7,2025,South Australia,SA,61.5958177,4.4773809
1/08/2025 0:00,8,2025,South Australia,SA,61.7043189,4.5386378
1/09/2025 0:00,9,2025,South Australia,SA,61.8104844,4.5503221
1/01/2010 0:00,1,2010,Tasmania,TAS,57.3622,5.6814968
1/02/2010 0:00,2,2010,Tasmania,TAS,57.5642954,5.763844
1/03/2010 0:00,3,2010,Tasmania,TAS,57.768196,5.829505
1/04/2010 0:00,4,2010,Tasmania,TAS,57.9341622,5.8735131
1/05/2010 0:00,5,2010,Tasmania,TAS,58.0170292,5.8974743
1/06/2010 0:00,6,2010,Tasmania,TAS,58.027101,5.9006691
1/07/2010 0:00,7,2010,Tasmania,TAS,57.9815903,5.8855856
1/08/2010 0:00,8,2010,Tasmania,TAS,57.9154233,5.8501009
1/09/2010 0:00,9,2010,Tasmania,TAS,57.8562893,5.795035
1/10/2010 0:00,10,2010,Tasmania,TAS,57.8187133,5.7255111
1/11/2010 0:00,11,2010,Tasmania,TAS,57.8320154,5.6478849
1/12/2010 0:00,12,2010,Tasmania,TAS,57.8857249,5.5674634
1/01/2011 0:00,1,2011,Tasmania,TAS,57.9393414,5.4902757
1/02/2011 0:00,2,2011,Tasmania,TAS,57.9464956,5.4222947
1/03/2011 0:00,3,2011,Tasmania,TAS,57.8860948,5.3666215
1/04/2011 0:00,4,2011,Tasmania,TAS,57.7444491,5.3330065
1/05/2011 0:00,5,2011,Tasmania,TAS,57.5677934,5.3255044
1/06/2011 0:00,6,2011,Tasmania,TAS,57.3971066,5.3502662
1/07/2011 0:00,7,2011,Tasmania,TAS,57.2741905,5.4095572
1/08/2011 0:00,8,2011,Tasmania,TAS,57.2114958,5.5087678
1/09/2011 0:00,9,2011,Tasmania,TAS,57.20466,5.6507629
1/10/2011 0:00,10,2011,Tasmania,TAS,57.2219868,5.8295231
1/11/2011 0:00,11,2011,Tasmania,TAS,57.185562,6.0359305
1/12/2011 0:00,12,2011,Tasmania,TAS,57.0707257,6.2556062
1/01/2012 0:00,1,2012,Tasmania,TAS,56.8975238,6.4667643
1/02/2012 0:00,2,2012,Tasmania,TAS,56.678704,6.650143
1/03/2012 0:00,3,2012,Tasmania,TAS,56.4545826,6.7961222
1/04/2012 0:00,4,2012,Tasmania,TAS,56.2788881,6.8977025
1/05/2012 0:00,5,2012,Tasmania,TAS,56.1844145,6.9547605
1/06/2012 0:00,6,2012,Tasmania,TAS,56.1662058,6.976014
1/07/2012 0:00,7,2012,Tasmania,TAS,56.2003924,6.9754521
1/08/2012 0:00,8,2012,Tasmania,TAS,56.2261288,6.9723701
1/09/2012 0:00,9,2012,Tasmania,TAS,56.2193627,6.9800927
1/10/2012 0:00,10,2012,Tasmania,TAS,56.168756,7.0082077
1/11/2012 0:00,11,2012,Tasmania,TAS,56.0848266,7.0600282
1/12/2012 0:00,12,2012,Tasmania,TAS,56.0021256,7.1321489
1/01/2013 0:00,1,2013,Tasmania,TAS,55.9293588,7.2229873
1/02/2013 0:00,2,2013,Tasmania,TAS,55.8927898,7.323495
1/03/2013 0:00,3,2013,Tasmania,TAS,55.8732686,7.430048
1/04/2013 0:00,4,2013,Tasmania,TAS,55.8283245,7.5406085
1/05/2013 0:00,5,2013,Tasmania,TAS,55.7401204,7.648474
1/06/2013 0:00,6,2013,Tasmania,TAS,55.6020274,7.7466194
1/07/2013 0:00,7,2013,Tasmania,TAS,55.4237691,7.8266758
1/08/2013 0:00,8,2013,Tasmania,TAS,55.2404236,7.8814906
1/09/2013 0:00,9,2013,Tasmania,TAS,55.096622,7.9032112
1/10/2013 0:00,10,2013,Tasmania,TAS,55.0355329,7.885278
1/11/2013 0:00,11,2013,Tasmania,TAS,55.108419,7.8266635
1/12/2013 0:00,12,2013,Tasmania,TAS,55.2981324,7.7371356
1/01/2014 0:00,1,2014,Tasmania,TAS,55.5543275,7.6327789
1/02/2014 0:00,2,2014,Tasmania,TAS,55.8313756,7.5300294
1/03/2014 0:00,3,2014,Tasmania,TAS,56.0754867,7.443378
1/04/2014 0:00,4,2014,Tasmania,TAS,56.2496009,7.3765331
1/05/2014 0:00,5,2014,Tasmania,TAS,56.346414,7.3241249
1/06/2014 0:00,6,2014,Tasmania,TAS,56.4086096,7.2734812
1/07/2014 0:00,7,2014,Tasmania,TAS,56.5061695,7.2106105
1/08/2014 0:00,8,2014,Tasmania,TAS,56.6662903,7.1333475
1/09/2014 0:00,9,2014,Tasmania,TAS,56.8719002,7.0454192
1/10/2014 0:00,10,2014,Tasmania,TAS,57.0829311,6.9542171
1/11/2014 0:00,11,2014,Tasmania,TAS,57.2349708,6.8678301
1/12/2014 0:00,12,2014,Tasmania,TAS,57.2804833,6.7914455
1/01/2015 0:00,1,2015,Tasmania,TAS,57.2177126,6.7257526
1/02/2015 0:00,2,2015,Tasmania,TAS,57.0677415,6.6709994
1/03/2015 0:00,3,2015,Tasmania,TAS,56.9015833,6.6225752
1/04/2015 0:00,4,2015,Tasmania,TAS,56.8031548,6.574982
1/05/2015 0:00,5,2015,Tasmania,TAS,56.809469,6.5310166
1/06/2015 0:00,6,2015,Tasmania,TAS,56.9009719,6.4964623
1/07/2015 0:00,7,2015,Tasmania,TAS,57.0292622,6.4748928
1/08/2015 0:00,8,2015,Tasmania,TAS,57.1381977,6.4692029
1/09/2015 0:00,9,2015,Tasmania,TAS,57.1679598,6.4782748
1/10/2015 0:00,10,2015,Tasmania,TAS,57.0757991,6.4994219
1/11/2015 0:00,11,2015,Tasmania,TAS,56.8832558,6.5284896
1/12/2015 0:00,12,2015,Tasmania,TAS,56.6426521,6.5571196
1/01/2016 0:00,1,2016,Tasmania,TAS,56.4037764,6.5782543
1/02/2016 0:00,2,2016,Tasmania,TAS,56.1889815,6.5902118
1/03/2016 0:00,3,2016,Tasmania,TAS,56.0050578,6.5923534
1/04/2016 0:00,4,2016,Tasmania,TAS,55.8637058,6.5811464
1/05/2016 0:00,5,2016,Tasmania,TAS,55.7675649,6.5550452
1/06/2016 0:00,6,2016,Tasmania,TAS,55.7151734,6.5157086
1/07/2016 0:00,7,2016,Tasmania,TAS,55.6956139,6.4680402
1/08/2016 0:00,8,2016,Tasmania,TAS,55.7223029,6.4107971
1/09/2016 0:00,9,2016,Tasmania,TAS,55.7906651,6.343287
1/10/2016 0:00,10,2016,Tasmania,TAS,55.8836901,6.2680049
1/11/2016 0:00,11,2016,Tasmania,TAS,55.9706142,6.1872603
1/12/2016 0:00,12,2016,Tasmania,TAS,56.0495811,6.1037348
1/01/2017 0:00,1,2017,Tasmania,TAS,56.1716711,6.015514
1/02/2017 0:00,2,2017,Tasmania,TAS,56.3761433,5.9262986
1/03/2017 0:00,3,2017,Tasmania,TAS,56.6594045,5.843626
1/04/2017 0:00,4,2017,Tasmania,TAS,56.9809835,5.778268
1/05/2017 0:00,5,2017,Tasmania,TAS,57.2809349,5.7401386
1/06/2017 0:00,6,2017,Tasmania,TAS,57.5138229,5.7314254
1/07/2017 0:00,7,2017,Tasmania,TAS,57.6444564,5.752052
1/08/2017 0:00,8,2017,Tasmania,TAS,57.6751222,5.7941631
1/09/2017 0:00,9,2017,Tasmania,TAS,57.6290225,5.8477359
1/10/2017 0:00,10,2017,Tasmania,TAS,57.5585529,5.9020001
1/11/2017 0:00,11,2017,Tasmania,TAS,57.503628,5.9484311
1/12/2017 0:00,12,2017,Tasmania,TAS,57.4838991,5.9808913
1/01/2018 0:00,1,2018,Tasmania,TAS,57.4927551,5.997734
1/02/2018 0:00,2,2018,Tasmania,TAS,57.5265126,5.9954849
1/03/2018 0:00,3,2018,Tasmania,TAS,57.5947789,5.9713701
1/04/2018 0:00,4,2018,Tasmania,TAS,57.6676701,5.9329501
1/05/2018 0:00,5,2018,Tasmania,TAS,57.7131737,5.8924545
1/06/2018 0:00,6,2018,Tasmania,TAS,57.7141371,5.8649517
1/07/2018 0:00,7,2018,Tasmania,TAS,57.6483285,5.8650926
1/08/2018 0:00,8,2018,Tasmania,TAS,57.5082173,5.9017325
1/09/2018 0:00,9,2018,Tasmania,TAS,57.323098,5.9781547
1/10/2018 0:00,10,2018,Tasmania,TAS,57.1121534,6.0915239
1/11/2018 0:00,11,2018,Tasmania,TAS,56.8914567,6.2311756
1/12/2018 0:00,12,2018,Tasmania,TAS,56.6872367,6.3814119
1/01/2019 0:00,1,2019,Tasmania,TAS,56.5222199,6.523929
1/02/2019 0:00,2,2019,Tasmania,TAS,56.4162651,6.6408865
1/03/2019 0:00,3,2019,Tasmania,TAS,56.372686,6.716683
1/04/2019 0:00,4,2019,Tasmania,TAS,56.3892422,6.7423352
1/05/2019 0:00,5,2019,Tasmania,TAS,56.4559702,6.7155542
1/06/2019 0:00,6,2019,Tasmania,TAS,56.5468138,6.6415922
1/07/2019 0:00,7,2019,Tasmania,TAS,56.6627115,6.5284341
1/08/2019 0:00,8,2019,Tasmania,TAS,56.8167366,6.3899124
1/09/2019 0:00,9,2019,Tasmania,TAS,57.0099014,6.2475051
1/10/2019 0:00,10,2019,Tasmania,TAS,57.2298758,6.1183757
1/11/2019 0:00,11,2019,Tasmania,TAS,57.4671394,6.0157093
1/12/2019 0:00,12,2019,Tasmania,TAS,57.6746448,5.9509872
1/01/2020 0:00,1,2020,Tasmania,TAS,57.7932824,5.9317229
1/02/2020 0:00,2,2020,Tasmania,TAS,57.7944166,5.9610781
1/03/2020 0:00,3,2020,Tasmania,TAS,57.6976381,6.0350776
1/04/2020 0:00,4,2020,Tasmania,TAS,56.4744435,6.2501234
1/05/2020 0:00,5,2020,Tasmania,TAS,56.3404015,6.3689404
1/06/2020 0:00,6,2020,Tasmania,TAS,56.2681999,6.4810366
1/07/2020 0:00,7,2020,Tasmania,TAS,56.2730845,6.5709396
1/08/2020 0:00,8,2020,Tasmania,TAS,56.3469414,6.629159
